id,title,owner_org,maintainer,Extensão geográfica,Série histórica,groups,Tipo de armazenamento,Formato do arquivo,Sistema Gerenciador de Banco de Dados,Ambiente de produção,name,notes,tags,Histórico,Procedência de dados,Periodicidade,Situação do processo,Nível de desagregação,Lacunas identificadas pela unidade produtora,Tipo(s) de representação,Escala (apenas  para representação vetorial ou matricial),Sistemas de referência / projeção cartográfica,Base cartográfica utilizada,Extensão do arquivo/formato/software,"Existe(m), nesta base de dados, informação(ões) classificada(s) em algum grau de sigilo?",Forma(s) de disponibilização,url,Endereço e procedimentos para acesso,,,,,,
186,Cessão/Afastamento de servidores da Prefeitura,SMRG,Coordenação de Assuntos Parlamentares e Administrativos,Nacional,desde 2005,"pessoas, família e sociedade, trabalho ",Banco de dados,0,Microsoft Access,"Windows, Access",Afastamento de servidores da Prefeitura do Município de São Paulo junto à Outros Órgãos Públicos,"Afastamentos Autorizados: Nome do servidor, Unidade de Lotação, Órgão Solicitante, Autorização (Data do DOC), Cessação (Data do DOC), Observações

Afastamentos Indeferidos: Nome do servidor, Unidade de Lotação, Solicitante, Número do Ofício, Observações","Servidor, Lotação, Solicitante, Autorização, Cessação","Afastamentos Autorizados: Após análise do expediente, envio de consulta à Unidade de Lotação do servidor via e-mail para manifestação. Ao receber via e-mail a resposta de deferimento da Unidade de Lotação, preparo do despacho autorizatório para assinatura do Senhor Secretário de Relações Governamentais. Após assinatura do Secretário, envio do despacho para publicação. Atualização dos dados do despacho na Planilha de servidores afastados.

Afastamentos indeferidos: Após análise do expediente, envio de consulta para a Unidade de Lotação do servidor via e-mail. Ao receber  resposta de indeferimento, preparo de ofício para assinatura do Senhor Secretário de Relações Governamentais e após envio via correio da resposta aos órgãos solicitantes. Atualização dos dados na Planilha de servidores afastados.",cadastro ou registro administrativo,diário,ativo,Federal,0,"alfanumérica (textos, números - p.ex. tabelas)",0,Não se aplica,Não sei,"MS Access, XLS",NÃO,"Internet, Rede local",http://www.prefeitura.sp.gov.br/cidade/secretarias/upload/chamadas/2013-04-01_servidores-da-pmsp-cedidos_1367358918.pdf,Secretaria Municipal de Relações Governamentais - Viaduto do Chá nº 15 - 10º andar - Fones: 3113-8326/8248,,,,,,
187,Cessões e Afastamentos de Servidores de outros Órgãos para Prefeitura de São Paulo,SMRG,Coordenação de Assuntos Parlamentares e Administrativos,Nacional,desde 2009,"pessoas, família e sociedade, trabalho ",Banco de dados,0,"Microsoft Access, .doc","Windows, Access e Word 2003",Afastamento de Servidores/Empregados de Outros Órgãos Públicos junto à Prefeitura do Município de São Paulo,"Nome do servidor/empregado, Unidade de Lotação, Órgão Solicitante, Condições do Afastamento, Autorização (nº do ofício/data da publicação), Cessação (nº do ofício/data da publicação), Observações","Nome, Unidade, Solicitante, Condições, Autorização","Afastamentos sem prejuízo dos vencimentos, mediante reembolso ao órgão cedente ou com prejuízo dos vencimentos: após instrução do processo de cessão pelas áreas responsáveis, análise e expedição de Ofício de solicitação de afastamento do servidor/empregado.

Afastamentos sem prejuízo dos vencimentos, mas sem o das demais vantagens do cargo: Análise do expediente e expedição de Ofício de solicitação de afastamento do servidor/empregado",cadastro ou registro administrativo,diário,ativo,Federal,0,"alfanumérica (textos, números - p.ex. tabelas)",0,Não se aplica,Não se aplica,"MS Access, XLS",NÃO,"Internet, Rede local",http://www.prefeitura.sp.gov.br/cidade/secretarias/upload/chamadas/2013-04-01_servidores-cedidos-a-pmsp_1367358907.pdf,Secretaria do Governo Municipal - Viaduto do Chá nº 15 - 9º andar - Fone: 3113-8360,,,,,,
188,Relação de Conselheiros,SMRG,Conselho da Cidade,Município,desde 2013,"pessoas, família e sociedade",Arquivo de dados,.xls (MS EXCEL),0,"Windows, Excel, versão 2003.",Relação de Conselheiros,Relação dos Conselheiros do Conselho da Cidade.,"Conselho da Cidade, Membros, Conselheiros","Desde 2013, com a criação da Secretaria Municipal de Relações Governamentais e por seguinte com a criação do Conselho da Cidade.",cadastro ou registro administrativo,contínuo,ativo,Município,Até o presente momento não foi constatada nenhuma inconsistência no material.,"alfanumérica (textos, números - p.ex. tabelas)",0,Não se aplica,Não se aplica,TXT,NÃO,Internet,http://conselhodacidade.prefeitura.sp.gov.br/,Acesso pelo site da prefeitura de São Paulo.,,,,,,
189,Atas de Reuniao - GT Mobilidade Urbana,SMRG,Conselho da Cidade,Município,desde 2012,"transporte, mobilidade e trânsito",Arquivo de dados,.doc (MS WORD),0,"Windows, Word versão 2003",Atas de Reunião-GT Mobilidade Urbana,"Atas das Reuniões realizadas pelo Grupo de Trabalho que discute a Mobilidade Urbana na Cidade de São Paulo. Temas abordados nos encontros tais como : transporte coletivo, passeios públicos dentre outros.","Mobilidade Urbana, Grupo de Trabalho, Conselho da Cidade, Transporte","Os Grupos Temáticos são sugeridos por grupos de conselheiros e criados após a adesão de, no mínimo, 15 membros do Conselho da Cidade.",relatório,eventual,ativo,Município,Até o presente momento não foi encontrada nenhuma inconsistência.,"alfanumérica (textos, números - p.ex. tabelas)",0,Não se aplica,Não se aplica,DOC,NÃO,0,http://conselhodacidade.prefeitura.sp.gov.br/index.php/agenda/icalrepeat.detail/2014/02/10/76/27/gt-mobilidade-urbana-nona-reuniao,http://conselhodacidade.prefeitura.sp.gov.br/index.php/agenda/icalrepeat.detail/2014/02/10/76/27/gt-mobilidade-urbana-nona-reuniao,,,,,,
190,Atas de Reuniao - GT Formação para Cidadania: Diversidade e Direitos Humanos,SMRG,Conselho da Cidade,Município,desde 2013,"pessoas, família e sociedade",Arquivo de dados,.doc (MS WORD),0,"Windows, Word 2003",Atas de Reunião GT- Formação para Cidadania,"Os Grupos Temáticos são sugeridos por grupos de conselheiros e criados após a adesão de, no mínimo, 15 membros do Conselho da Cidade, este Grupo aborda como tema principal a sociedade, a diversidade e os direitos humanos.","Diversidade, Cidadania, Direitos Humanos, Conselho da Cidade","Desde 2013, com a criação da Secretaria Municipal de Relações Governamentais e por conseguinte a criação do Conselho da Cidade que para um melhor desempenho criou Grupos Temáticos para tratar da complexidade de assuntos que são trazidos pela sociedade civil ao Conselho.",cadastro ou registro administrativo,contínuo,ativo,Município,Até o presente momento não foi encontrada nenhuma inconsistência.,"alfanumérica (textos, números - p.ex. tabelas)",0,Não se aplica,Não se aplica,DOC,NÃO,Internet,http://conselhodacidade.prefeitura.sp.gov.br/index.php/atividades/grupos-tematicos,http://conselhodacidade.prefeitura.sp.gov.br/index.php/atividades/grupos-tematicos,,,,,,
191,Atas dos Diálogos com a Cidade,SMRG,Conselho da Cidade,Município,desde 2013,"cultura, esportes, lazer, defesa e segurança, educação, governo e política, habitação, saneamento e urbanismo, saúde",Arquivo de dados,.doc (MS WORD),0,"Windows, Word 2003",Atas dos diálogos com a cidade,"Os Diálogos com a Cidade são reuniões realizadas por convocação da Secretaria-Executiva do Conselho da Cidade para discutir temas setorizados. São encontros destinados aos membros do Conselho ou a seus representantes, mas também são abertos à participação de qualquer interessado. Participam das reuniões secretárias e secretárias da Prefeitura de SP com convidados para falar sobre os temas propostos.","diálogos com a cidade, conselho da cidade",Desde 2013 com a criação da Secretaria Municipal de Relações Governamentais por conseguinte a criação do Conselho da Cidade que  por sua vez criou grupos temáticos para discutir os mais diversos assuntos trazidos pela sociedade civil ao Conselho da Cidade.,cadastro ou registro administrativo,contínuo,ativo,Município,0,"alfanumérica (textos, números - p.ex. tabelas)",0,Não se aplica,Não se aplica,DOC,NÃO,Internet,http://conselhodacidade.prefeitura.sp.gov.br/index.php/atividades/dialogos-com-a-cidade,http://conselhodacidade.prefeitura.sp.gov.br/index.php/atividades/dialogos-com-a-cidade,,,,,,
192,Monitoramento das Propostas - Diálogos com a Cidade,SMRG,Conselho da Cidade,Município,0,"cultura, esportes, lazer, defesa e segurança, educação, governo e política, habitação, saneamento e urbanismo, saúde",Arquivo de dados,.doc (MS WORD),0,"Windows, Word 2003",Monitorameto das Propostas -Diálogos com a cidade,"Os Diálogos com a Cidade são reuniões realizadas por convocação da Secretaria-Executiva do Conselho da Cidade para discutir temas setorizados. São encontros destinados aos membros do Conselho ou a seus representantes, mas também são abertos à participação de quaisquer interessados. Participam das reuniões secretários e secretárias da Prefeitura de SP como convidados para falar sobre os temas propostos.","diálogos com a cidade, conselho da cidade",Desde 2013 com a criação do Conselho da Cidade.,relatório,contínuo,ativo,Município,Até o presente momento não foi encontrada nenhuma lacuna ou inconsistência.,"alfanumérica (textos, números - p.ex. tabelas)",0,Não se aplica,Não se aplica,DOC,NÃO,Rede local,0,"Viaduto do Chá, 15, 10° andar- Secretaria Municipal de Relações Governamentais.
tel: 3113-8260
email: relacoesgovernamentais@prefeitura.sp.gov.br",,,,,,
193,Andamento Geral - Emendas Parlamentares ao orçamento do Municipio,SMRG,Coordenação de Assuntos Parlamentares e Administrativos,Município,desde 2009,"economia e finanças, governo e política",Arquivo de dados,.xls (MS EXCEL),0,"Windows, Excel 2010",Andamento Geral-Emendas Parlamentares,Acompanhamento da solicitação da emenda. Dotação Orçamentária e liberação do recurso.,"emendas parlamentares, liberação de recursos, dotação orçamentária",Sob responsabilidade desta Gestão desde 2013,Orçamento Municipal-LOA,anual,ativo,Município,Até o presente momento não foi encontrada nenhuma inconsistência ou lacuna.,"alfanumérica (textos, números - p.ex. tabelas)",0,Não se aplica,Não se aplica,XLS,0,Internet,http://www.prefeitura.sp.gov.br/cidade/secretarias/relacoes_governamentais/,http://www.prefeitura.sp.gov.br/cidade/secretarias/relacoes_governamentais/,,,,,,
194,Consulta de viabilidade aos órgãos executores- Emendas Parlamentares ao orçamento do Municipio,SMRG,Coordenação de Assuntos Parlamentares e Administrativos,Município,desde 2009,"economia e finanças, governo e política",Arquivo de dados,.xls (MS EXCEL),0,"Windows, Excel 2010",Consulta de viabilidade aos órgão executores,Email com os  dados da emenda para consulta de viabilidade.,"emendas parlamentares, viabilidade",Sob responsabilidade deta gestão desde 2013.,orgãos executores,contínuo,ativo,Município,Até o momento não foi encontrada nenhuma lacuna ou inconsistência.,"alfanumérica (textos, números - p.ex. tabelas)",0,Não se aplica,Não se aplica,documento físico,NÃO,Impresso,0,"Viaduto do Chá, 15, 10º andar Secretaria Municipal de Relações Governamentais
tel: 3113-8250",,,,,,
195,Atas de Reunião,SMRG,Conselhos Participativos Municipais,Município,desde 2013,"governo e política, limites político-admnistrativos, pessoas, família e sociedade",Arquivo de dados,.doc (MS WORD),0,"Windows, Word 2003",Atas de Reunião,Atas de Reunião da Comissão Central formada para tratar do processo eleitoral do Conselho Participativo Municipal e seus desdobramentos.,"atas de reuniao, comissão central, conselho participativo",Desde 2013 com a formação de uma Comissão Central para cuidar de assuntos pertinentes ao processo eleitoral e eleição do Conselho Participativo Municipal.,relatório,única (realizado apenas uma vez),inativo,Subprefeitura,Até o presente momento não foram encontradas lacunas ou inconsistências.,"alfanumérica (textos, números - p.ex. tabelas)",0,Não sei,Não sei,DOC,NÃO,Rede local,0,"Viaduto do Chá, 15, 10° andar -Secretaria Municipal de Relações Governamentais
tel: 3113- 8825
email:conselhoparticipativo@prefeitura.sp.gov.br",,,,,,
196,Composição do Conselho,SMRG,Conselhos Participativos Municipais,Município,desde 2013,"governo e política, justiça e legislação",Arquivo de dados,.xls (MS EXCEL),0,"Windows, Excel 2003",Composição do Conselho,Relação dos Conselheiros e suplentes eleitos para o Conselho Participativo Municipal em cada Subprefeitura.,"conselho participativo, conselheiros eleitos, conselheiros",Desde 2014 com a proclamação dos eleitos do Conselho Participativo.,cadastro ou registro administrativo,contínuo,ativo,Subprefeitura,Até o presente momento não foi encontrada nenhuma inconsistência.,"alfanumérica (textos, números - p.ex. tabelas)",0,Não se aplica,Não se aplica,XLS,NÃO,Rede local,0,"Viaduto do Chá, 15, 10° andar- Secretaria Municipal de Relações Governamentais.
tel: 3113-8825
email: conselhoparticipativo@prefeitura.sp.gov.br",,,,,,
269,Atas de Reunião do Pleno,SMRG,Conselho da Cidade,Município,2013,"cultura, esportes, lazer, governo e política, habitação, saneamento e urbanismo, transporte, mobilidade e trânsito",Arquivo de dados,.doc (MS WORD),0,"Windows,Word 2003", -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -,,,,,,
197,Região Metropolitana de São Paulo e Subprefeituras.pdf,SMRIF,Coordenção de Assuntos Metropolitanos,Região Metropolitana de São Paulo,2013,"governo e política, limites político-admnistrativos",Arquivo de dados,.pdf (Adobe),0,"Windows, Adobe Reader", -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -,,,,,,
198,Região Metropolitana de São Paulo.docx,SMRIF,Coordenção de Assuntos Metropolitanos,Região Metropolitana de São Paulo,2013,"governo e política, limites político-admnistrativos",Arquivo de dados,.doc (MS WORD),0,"Windows, Word", -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -,,,,,,
199,Relação de Programas Federais - Assistência Social,SMRIF,Coordenadoria de Assuntos Federativos,Governo Federal,desde 2013,governo e política,Arquivo de dados,.xls (MS EXCEL),0,"Windows, Excel versão 2007",Programas Federais - Cultura,"Programas Federais na área da Cultura (descrição, público, recursos, articulação com o município, exigência técnica, tempo de execução, forma de parceria)","Cultura, Programa Federal, Repasse de recursos, Federalismo",Processo de unificação e sistematização de todos os programas federais em áreas específicas para promover a articulação federativa. Levantamento junto aos Ministérios e as informações disponibilizadas por órgãos oficiais na Web foram a base para a consolidação dessa proposta.,pesquisa,contínuo,ativo,Governo Federal,"As alterações nos programas não impacta, automaticamente, na atualização dessa base. É necessário verificar se a atualização dos programas, visto que somente é feita daqueles que estão diretamente em execução pelo Município.","alfanumérica (textos, números - p.ex. tabelas)",0,Não se aplica,Não se aplica,DOC,NÃO,Rede local,0,0,,,,,,
200,Relação de Programas Federais - Cultura,SMRIF,Coordenadoria de Assuntos Federativos,0,desde 2013,"cultura, esportes, lazer, governo e política",Arquivo de dados,.xls (MS EXCEL),0,"Windows, Excel Versão 2007",Relação Programas Federais - Cultura,"Programas Federais (conteúdo, articulação com município, critérios, origem de recurso, repasse, tempo de execução, forma de parceria)","Programas Federais, Cultura, Repasse federal",0,pesquisa,eventual,ativo,Governo Federal,Atualização dos programas que não estão em implementação pela Prefeitura.,"alfanumérica (textos, números - p.ex. tabelas)",0,Não se aplica,Não se aplica,DOC,NÃO,Rede local,0,0,,,,,,
201,Acordos e Missões internacionais,SMRIF,Coordenadoria de Assessoria Internacionais e Cooperação Bilateral,Município,2009 - atual,relações internacionais,Arquivo de dados,.xls (MS EXCEL),0,Wildows,Acordos e Missões Internacionais,Listagem e breve descrição dos acordos bilaterais em vigor e das missões internacionais da Cidade de São Paulo realizadas a partir de 2013.,Acordos internacionais; Missões internacionais; Cooperação bilateral; Relações internacionais;,A Coordenação de Assessoria Internacional e Cooperação Bilateral é resposável pela sistematização das informações e manutenção/atualização dos dados.,relatório,semestral,ativo,Município,Não constam as missões internacionais anteriores a 2013 ou aquelas que eventualmente tenham ocorrido sem a ciência da Secretaria de Relações Internacionais e Federativas.,"alfanumérica (textos, números - p.ex. tabelas)",0,Não se aplica,Não se aplica,"XLS, DOC",NÃO,0,http://www.prefeitura.sp.gov.br/cidade/secretarias/relacoes_internacionais/,0,,,,,,
202,CONTROLE DE MATERIAIS PARA EVENTOS,SMRIF,SUPERVISÃO DE ADMINISTRAÇÃO E SUPRIMENTOS,Subprefeitura,2013 A 2014,planejamento e cadastro,Arquivo de dados,.xls (MS EXCEL),0,EXCEL VERSÃO 2007, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -,,,,,,
203,Relação de Projetos de Lei de interesse do município no Congresso Nacional,SMRIF,Coordenadoria de Assuntos Federativos,Nacional,Desde 2013,"governo e política, justiça e legislação",Arquivo de dados,.xls (MS EXCEL),0,"Windowns, Excel versão 2007", -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -,,,,,,
204,Controle de Contatos e Convênios,SMRIF,Coordenadoria de Assuntos Federativos,Município,2006,"comércio, serviços e turismo, concessões, cultura, esportes, lazer, economia e finanças, educação, governo e política, habitação, saneamento e urbanismo, meio ambiente, patrimônio edificado, planejamento e cadastro, relações internacionais, trabalho , transporte, mobilidade e trânsito, zeladoria, manutenção e reparos",Arquivo de dados,.xls (MS EXCEL),0,Excel 2007, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -,,,,,,
205,Mapeamento de Propostas de Convênio,SMRIF,Coordenadoria de Assuntos Federativos,Município,2014,"ciência, informação e comunicação, comércio, serviços e turismo, concessões, cultura, esportes, lazer, economia e finanças, educação, governo e política, habitação, saneamento e urbanismo, meio ambiente, patrimônio edificado, pessoas, família e sociedade, planejamento e cadastro, relações internacionais, saúde, trabalho , transporte, mobilidade e trânsito, zeladoria, manutenção e reparos",Arquivo de dados,.xls (MS EXCEL),0,Excel 2007, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -,,,,,,
206,Planilha_Redes_de_Cidades_e_Foruns,SMRIF,Coordenadoria de Cooperação Internacional e Redes de Cidades,Município,2012,"ciência, informação e comunicação, cultura, esportes, lazer, defesa e segurança, economia e finanças, educação, governo e política, habitação, saneamento e urbanismo, meio ambiente, pessoas, família e sociedade, relações internacionais, transporte, mobilidade e trânsito",Arquivo de dados,.xls (MS EXCEL),0,"Windows, Excel versão 2003",Planilha_Redes_de_Cidades_e_Foruns,Planilha com a lista de redes de cidades e fóruns multilaterais com os quais a cidade de São Paulo possui relacionamento.,redes de cidades; fóruns internacionais,Controle interno utilizado pela Coordenadoria de Cooperação Internacional e Redes de Cidades da SMRIF atualizado conforme necessidade interna. Objetivo: centralizar as informações a respeito das redes de cidades e fóruns multilaterais que São Paulo faz parte.,cadastro ou registro administrativo,contínuo,ativo,Município,0,"alfanumérica (textos, números - p.ex. tabelas)",0,Não se aplica,Não sei,XLS,NÃO,Rede local,0,Equipe CCIRC (3113-8547),,,,,,
207,Planilha_Acordos_Multilaterais,SMRIF,Coordenadoria de Cooperação Internacional e Redes de Cidades,Município,2013,"ciência, informação e comunicação, cultura, esportes, lazer, defesa e segurança, economia e finanças, educação, governo e política, habitação, saneamento e urbanismo, meio ambiente, pessoas, família e sociedade, relações internacionais, saúde, sócio-economia, trabalho , transporte, mobilidade e trânsito",Arquivo de dados,.xls (MS EXCEL),0,"Windows, Excel versão 2003",Planilha_Acordos_Multilaterais,"Registro com os acordos firmados pelo Prefeito com organismos multilaterais internacionais (como ONU, por exemplo)",acordos; multilaterais; internacionais; assinaturas; organismos,Controle interno da CCIRC-SMRIF de acordos internacionais com organismos multilaterais firmados pelo Prefeito.,cadastro ou registro administrativo,contínuo,ativo,Município,"Necessita da série histórica, anterior a 2013.","alfanumérica (textos, números - p.ex. tabelas)",0,Não se aplica,Não se aplica,XLS,NÃO,Rede local,0,Equipe CCIRC (3113-8547),,,,,,
208,Planilha_Missoes_Organismos_Multilaterais,SMRIF,Coordenadoria de Cooperação Internacional e Redes de Cidades,Município,2013,"ciência, informação e comunicação, cultura, esportes, lazer, defesa e segurança, economia e finanças, educação, governo e política, habitação, saneamento e urbanismo, pessoas, família e sociedade, relações internacionais, saúde, sócio-economia, trabalho , transporte, mobilidade e trânsito",Arquivo de dados,.xls (MS EXCEL),0,"Windows, Excel versão 2003",Planilha_Missoes_Organismos_Multilaterais,Registro das missões realizadas coordenadas pela equipe CCIRC a partir de 2013.,missões internacionais; organismos multilaterais,Controle interno com todas a missões a eventos e reuniões coordenadas pela equipe CCIRC (cooperação multilateral),cadastro ou registro administrativo,contínuo,ativo,Município,Necessário registro/levantamento anterior a 2013,"alfanumérica (textos, números - p.ex. tabelas)",0,Não se aplica,Não se aplica,XLS,NÃO,Rede local,0,Equipe CCIRC (3113-8547),,,,,,
209,Contato do Corpo Consular em São Paulo,SMRIF,Assessoria Especial,Município,2001-2014,relações internacionais,Arquivo de dados,.xls (MS EXCEL),0,"Windows, Excel versão 2007",Contato do Corpo Consular em São Paulo,"Na planilha constam a nação de que a instituição é, o nome do cônsul e a especificidade do cargo (se é um cônsul - geral, honorário, etc.), número de telefone, e-mail, endereço do local e, se aplicável, nome e endereço eletrônico de um ponto focal.","Consulados, São Paulo, Contatos, Representações diplomáticas",A base foi criada para uso da Secretaria e é atualizada mensalmente.,Contato telefônico,mensal,ativo,Município,Os consulados não estão localizados apenas na cidade de São Paulo. Há alguns na RMSP.,"alfanumérica (textos, números - p.ex. tabelas)",0,Não se aplica,Não se aplica,XLS," SIM (Conforme Lei Federal n. 12.527/2011 (especialmente o art. 23) www.goo.gl/Xk4co , Decreto Municipal n. 53.623/2012 www.goo.gl/O7nUHq e Decreto Municipal n. 54.779/2014 www.goo.gl/7vycsk )",Internet,0,Acesso ao site da Secretaria de Relações Internacionais e Federativas (em processo de atualização).,,,,,,
210,Contato de Embaixadas no Brasil,SMRIF,Assessoria Especial,Internacional,2001-2014,relações internacionais,Arquivo de dados,.xls (MS EXCEL),0,"Windows, Excel 2007",Contato de embaixadas no Brasil,"Constam o nome da embaixada, do embaixador, endereço e número de telefone (em alguns casos não há esta informação).","Contato, Embaixadas, Brasil, Representações diplomáticas",A base foi criada para uso da Secretaria e é atualizada eventualmente.,Contato telefônico,eventual,ativo,Nacional,0,"alfanumérica (textos, números - p.ex. tabelas)",0,Não se aplica,Não se aplica,XLS,NÃO,0,0,0,,,,,,
211,Lista de Câmaras de Comércio em São Paulo,SMRIF,Assessoria Especial,Município,2001-2014,relações internacionais,Arquivo de dados,.xls (MS EXCEL),0,"Windows, Excel 2007",Listas de Câmara de Comércio em São Paulo,"Nome (do presidente ou de algum ponto focal), cargo, nome da instituição, endereço, e-mail e site.","Contato, Câmara de Comércio, São Paulo",A base foi criada para uso da Secretaria e é atualizada mensalmente,Contato telefônico,mensal,ativo,Município,0,"alfanumérica (textos, números - p.ex. tabelas)",0,Não se aplica,Não se aplica,XLS," SIM (Conforme Lei Federal n. 12.527/2011 (especialmente o art. 23) www.goo.gl/Xk4co , Decreto Municipal n. 53.623/2012 www.goo.gl/O7nUHq e Decreto Municipal n. 54.779/2014 www.goo.gl/7vycsk )",Internet,0,Acesso ao site da Secretaria de Relações Internacionais e Federativas (em processo de atualização).,,,,,,
212,Relação dos Programas Federais,SMRIF,Coordenadoria de Assuntos Federativas,0,desde 2013,governo e política,Arquivo de dados,.xls (MS EXCEL),0,"Windows, Excel versão 2003",Relação dos Programas Federais,"Relação dos Programas Federais pontuais (editais) - conteúdo, exigências do município, recurso previsto.","Editais, Governo Federal",Processo de unificação e sistematização de editais e programas federais em áreas específicas para promover a articulação federativa. Levantamento junto aos Ministérios e as informações disponibilizadas por órgãos oficiais na Web foram a base para a consolidação dessa proposta.,pesquisa,diário,ativo,Governo Federal,,"alfanumérica (textos, números - p.ex. tabelas)",0,Não se aplica,Não se aplica,DOC,NÃO,Rede local,0,0,,,,,,
265,Estudos de experiências internacionais de uso das ferramentas digitais pelo poder público,SMRIF,Coordenadoria de Projetos Especiais,internacional,2014,"governo e política, relações internacionais",Arquivo de dados,".pdf (Adobe), .doc (MS WORD)",0,Windows,Estudos de experiências internacionais de uso das ferramentas digitais pelo poder público,"Estudo sobre cidades que tem utilizado tecnologias para melhorar a interface com o cidadão, à respeito de serviços públicos, especialmente voltados para aplicativos de smartphones.","digital, tecnologia, estudo, internacional",0,pesquisa,eventual,ativo,Município,0,"alfanumérica (textos, números - p.ex. tabelas)",0,Não se aplica,Não se aplica,"XLS, DOC",0,Rede local,0,0,,,,,,
266,Estudo sobre experiências internacionais de carsharing,SMRIF,Coordenadoria de Projetos Especiais,internacional,2014,relações internacionais,Arquivo de dados,".pdf (Adobe), .doc (MS WORD)",0,Windows,Estudo sobre experiências internacionais de carsharing,"Estudo levanta experiências internacionais de cidades que possuem sistema de carsharing, os números, empresas e o embasamento legal da atividade.","carsharing, estudo, internacional",0,pesquisa,única (realizado apenas uma vez),ativo,Município,0,"alfanumérica (textos, números - p.ex. tabelas)",0,Não se aplica,Não se aplica,"DOC, ppt",0,0,0,0,,,,,,
267,Assessoria internacional nos preparativos municipais para a recepção da Copa do Mundo FIFA de 2014,SMRIF,Coordenadoria de Projetos Especiais,0,2014,relações internacionais,Arquivo de dados,".xls (MS EXCEL), .pdf (Adobe), .doc (MS WORD)",0,Windows,Assessoria internacional nos preparativos municipais para a recepção da Copa do Mundo FIFA de 2014,Acompanhamento das atividades voltadas ao público internacional durante o período da Copa do Munio FIFA 2014.,"copa, internacional",0,pesquisa,contínuo,ativo,Município,0,"alfanumérica (textos, números - p.ex. tabelas)",0,Não se aplica,Não se aplica,XLS,0,0,0,0,,,,,,
268,Estudo sobre experiências internacionais na construção de centro de exposições e convenções,SMRIF,Coordenadoria de Projetos Especiais,internacional,2014,relações internacionais,Arquivo de dados,".pdf (Adobe), .doc (MS WORD), ppt",0,Windows,Estudo sobre experiências internacionais na construção de centro de exposições e convenções,"Estudo de experiências de cidades e países que construíram centros de exposições e convenções para a recepção de eventos internacionais e promoção do turismo de negócios, por meio destes espaços","feiras, convenções, internacional",0,pesquisa,contínuo,ativo,Município,0,"alfanumérica (textos, números - p.ex. tabelas)",0,Não se aplica,Não se aplica,"XLS, DOC, ppt",0,0,0,0,,,,,,
700,SIM – Sistema de Informações sobre Mortalidade ,SMS,Coordenação de Epidemiologia e Informação (CEInfo)- Gerência do Programa de Aprimoramento de Informações sobre Mortalidade (PRO-AIM),Município.O sistema permite a realização da retroalimentação dos dados referentes aos óbitos de pessoas residentes no município de São Paulo e que ocorreram em outras localidades.,Disponível na SMS desde 1996,saúde,-,Arquivo,.dbf (DBase),-,SIM – Sistema de Informações sobre Mortalidade ,"Base de dados de óbitos ocorridos no Município de São Paulo, processada pelo Programa de Aprimoramento das Informações de Mortalidade (PRO-AIM) da Prefeitura do Município de São Paulo. Variáveis disponíveis :Idade , Sexo , Estado Civil , Data do Nascimento, Data do óbito,Local de ocorrência do óbito,Hospital de ocorrência do óbito, Endereço de residência do falecido, Distrito administrativo de residência do falecido, Ocupação, Escolaridade, Raça / Cor, Causa básica da morte e para óbitos fetais e de menores de 1 ano : Tipo de gravidez, tipo de parto, duração da gestação, peso ao nascer. ","Mortalidade, Óbito, Causas de Morte","O Sistema de Informações sobre Mortalidade (SIM) foi criado em 1975 pelo DATASUS para a obtenção regular de dados sobre mortalidade no País. As Declarações de Óbito são digitadas, processadas, consistidas e consolidadas no SIM instalado na Secretaria Municipal da Saúde (PRO-AIM/SMS). Em seguida, os dados são transferidos para a base do nível estadual que os agrega e envia-os ao nível federal. Tais transferências são realizadas via WEB (internet).", Declaração de Óbito (DO),-,contínuo,Anual para disponibilização,ativo,Distrito,Data do óbito,"Informações com identificação (nome, endereço de residência) do paciente estão sob sigilo e não podem ser identificados)","alfanumérica (textos, números - p. ex. tabela)",-,Não se aplica,-,Não se aplica,-,Dbase,-,"SIM (Conforme Lei Federal n.12.527/2011 (especialmente o art. 23), Decreto Municipal n. 53.623/2012 e Decreto Municipal n. 54.779/2014",Internet,http://www.prefeitura.sp.gov.br/cidade/secretarias/saude/epidemiologia_e_informacao/mortalidade/,http://www.prefeitura.sp.gov.br/cidade/secretarias/saude/tabnet/mortalidade/index.php?p=6529
